"","NFE","NFE_2","ED0","ED0_2","ED1","ED1_2","ED2","ED2_2","ED6","ED6_2","ED13","ED13_2","N1","N1_2","N3","N3_2","N5","N5_2","N6","N6_2","Adult","Adult_2"
"Bger_14410",317,324,142,324,39,158,270,166,193,81,393,145,135,94,88,115,35,110,71,55,56,53
"Bger_14414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14408",1,0,0,0,0,0,1,0,0,0,1,1,5,2,1,2,0,1,0,0,1,0
"Bger_14412",242,269,47,227,28,159,163,122,339,304,709,792,581,530,228,229,170,608,369,359,1639,1193
"Bger_14409",323,332,145,334,42,173,287,180,231,89,498,215,245,163,136,164,60,174,118,81,257,185
"Bger_14415",279,90,10,25,106,87,867,617,1230,330,708,423,422,316,270,289,101,296,159,150,126,100
"Bger_24880",949,734,880,1052,92,270,46,102,53,20,96,47,21,15,34,49,11,28,21,24,15,19
"Bger_24881",452,254,424,475,42,119,16,35,19,7,32,10,5,3,6,9,3,11,5,9,4,2
"Bger_24883",10,36,4,29,2,10,1,0,1,0,3,2,0,0,17,20,3,4,4,4,0,0
"Bger_24884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24882",160,210,143,192,15,53,7,23,4,1,14,2,0,0,2,4,0,2,0,2,2,1
"Bger_23509",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0
"Bger_23507",6,10,1,6,0,4,2,13,4,2,10,9,11,2,0,1,1,4,1,3,3,2
"Bger_23508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_23511",1,3,0,6,0,4,0,0,2,1,17,25,15,6,5,3,0,2,1,0,2,1
"Bger_23510",3,3,1,7,2,0,4,1,1,3,27,14,9,7,3,4,1,1,1,1,2,0
"Bger_23512",8,26,2,17,1,9,1,5,3,0,29,9,12,6,1,4,0,1,1,2,4,3
"Bger_26741",18,25,1,6,15,37,24,28,3,4,6,7,2,1,1,5,0,1,0,3,2,1
"Bger_26742",566,691,244,756,83,418,100,243,41,42,75,66,18,7,18,24,8,27,16,16,29,21
"Bger_26740",12,36,1,25,0,9,3,19,6,9,2,0,2,2,2,0,3,0,0,1,2,2
"Bger_02571",553,754,225,548,23,145,29,61,127,82,144,137,73,67,51,75,33,134,62,64,147,122
"Bger_02574",40,37,19,18,7,3,6,10,23,9,134,39,54,50,47,50,16,41,20,15,25,20
"Bger_02575",137,194,51,167,13,36,121,122,463,178,398,196,344,297,133,159,83,238,127,101,114,125
"Bger_02572",109,113,34,76,7,33,0,10,1,1,2,0,259,229,4,12,20,117,30,26,125,101
"Bger_02573",19,6,0,5,1,1,0,3,20,10,38,23,240,277,81,80,69,428,114,111,800,526
"Bger_02576",2,0,0,0,0,0,3,2,11,7,30,26,36,23,22,35,11,29,21,13,12,12
"Bger_02583",29,15,1,6,2,3,25,13,33,43,50,23,11,7,35,27,31,21,34,60,9,2
"Bger_02581",55,86,3,29,2,18,9,21,16,12,107,113,101,74,42,84,21,64,34,25,136,83
"Bger_02578",7,4,0,0,0,1,8,6,81,51,137,72,40,44,24,23,36,53,41,45,43,51
"Bger_02580",0,0,0,0,0,0,0,0,0,0,1,1,70,64,9,8,8,12,5,3,45,19
"Bger_02588",413,318,214,354,73,179,311,264,189,131,379,189,169,89,144,170,77,121,95,98,84,73
"Bger_02586",139,241,73,267,16,106,63,123,45,51,56,55,19,9,19,23,16,18,17,23,15,15
"Bger_02582",109,151,69,208,28,78,44,54,31,21,50,27,27,19,32,20,10,13,9,10,13,10
"Bger_02584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02577",194,81,105,156,12,55,37,33,395,210,790,340,36,30,115,109,80,197,233,162,88,51
"Bger_02579",1,5,1,1,0,9,12,3,4,2,8,6,191,192,23,23,15,23,17,10,124,53
"Bger_02585",7,6,4,13,2,12,15,22,16,17,18,15,6,6,4,7,3,5,2,0,6,3
"Bger_02589",85,64,37,91,22,71,94,76,72,29,116,68,31,20,30,52,15,32,16,27,28,20
"Bger_02591",18,1,1,0,2,0,0,0,5,2,32,31,155,131,18,9,20,60,25,19,173,183
"Bger_02587",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Bger_02590",591,139,98,105,131,125,692,400,454,110,571,227,352,282,121,152,59,241,110,68,197,147
"Bger_02592",489,753,337,914,672,1435,1973,2242,457,334,465,539,335,238,223,178,87,191,121,182,164,172
"Bger_02593",202,173,137,261,13,44,20,30,4,4,14,5,2,0,12,8,0,2,1,7,1,5
"Bger_02595",125,192,14,336,12,118,75,131,114,94,118,181,83,57,45,36,27,53,34,50,95,64
"Bger_02594",0,0,0,0,0,0,8,5,2,0,2,0,0,0,1,0,0,0,0,2,2,0
"Bger_02598",0,0,0,0,0,0,1,0,1,0,5,2,1,3,1,1,1,1,1,1,1,0
"Bger_02597",18,49,2,48,0,16,16,25,20,29,23,51,13,8,15,15,7,7,10,7,15,20
"Bger_02600",6,4,2,1,0,1,0,2,0,0,11,5,6,1,9,19,4,16,14,12,3,3
"Bger_02599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02614",10,26,3,23,1,15,1,5,0,2,9,15,8,2,10,2,9,1,5,0,0,3
"Bger_02604",1,0,0,0,0,0,1,2,2,0,34,14,6,10,0,1,0,5,1,3,4,5
"Bger_02610",177,227,136,234,20,75,9,38,18,23,121,64,51,18,39,34,28,16,44,27,11,15
"Bger_02608",13,5,1,2,1,3,9,4,20,9,60,40,8,7,3,6,2,5,7,7,7,3
"Bger_02603",8,0,6,7,24,12,73,49,1,0,4,0,0,0,2,1,0,2,1,0,0,0
"Bger_02611",20,20,6,23,2,20,11,10,4,8,44,25,12,10,8,10,8,4,9,3,7,9
"Bger_02607",1,0,0,0,1,0,0,0,2,0,16,7,20,16,0,0,2,1,2,4,7,6
"Bger_02606",0,0,0,3,0,1,1,1,1,1,2,1,1,1,0,1,0,1,1,0,4,0
"Bger_02609",6,6,0,1,1,0,8,2,15,4,92,29,16,8,7,10,3,11,7,4,2,3
"Bger_02615",4,16,0,8,1,4,0,2,0,2,2,4,4,5,5,0,1,1,0,0,1,2
"Bger_02616",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_02601",79,82,36,127,8,36,7,16,15,13,487,306,14,10,97,107,75,49,109,140,7,9
"Bger_02605",1,1,0,0,3,0,1,2,0,2,2,1,2,3,0,3,0,2,0,1,0,0
"Bger_02596",177,262,51,241,16,110,97,165,97,132,141,258,79,44,63,88,58,79,74,71,121,101
"Bger_02613",1,2,0,4,1,3,2,1,0,0,4,4,4,0,3,0,1,0,1,0,1,1
"Bger_02602",719,714,409,1058,261,527,1142,840,128,23,182,111,64,32,37,34,23,57,25,17,16,16
"Bger_02612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02621",24,8,0,8,0,10,9,7,371,291,446,267,7,9,463,852,114,185,191,195,5,2
"Bger_02620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02618",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02619",7,7,0,9,0,3,1,2,5,5,63,66,14,16,5,12,2,3,4,3,3,1
"Bger_02622",419,287,260,347,41,180,79,67,51,17,62,40,26,19,16,19,11,33,12,18,16,7
"Bger_02623",146,175,33,142,7,34,4,14,2,7,17,12,9,7,13,18,3,18,8,11,7,9
"Bger_24349",7,3,0,2,0,6,3,5,16,22,142,97,137,100,50,60,12,22,23,15,12,15
"Bger_24351",12,10,0,8,1,1,10,3,43,11,39,25,12,4,6,8,1,7,1,3,7,4
"Bger_24350",75,44,3,15,5,9,79,51,164,85,414,330,331,219,120,119,42,97,71,43,40,60
"Bger_24352",0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"Bger_23881",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_23880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_23884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_23882",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_23883",1,1,0,1,1,2,2,3,2,0,5,0,1,0,1,3,0,0,0,0,0,2
"Bger_23886",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_23885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27304",419,457,225,487,43,169,57,85,42,22,60,39,12,5,13,16,8,27,14,21,15,11
"Bger_27305",355,400,76,438,18,169,53,88,55,21,102,61,31,30,14,41,13,33,30,24,27,13
"Bger_28259",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"Bger_07459",3821,3835,2093,5028,588,2373,443,787,188,73,244,115,76,42,61,79,52,152,60,97,75,58
"Bger_07461",0,3,1,3,2,8,6,5,56,13,72,57,25,22,31,34,15,35,28,18,7,5
"Bger_07460",0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0
"Bger_07462",75,24,7,9,28,32,269,159,216,66,726,274,184,135,108,129,49,100,76,88,47,33
"Bger_07463",0,0,0,0,0,0,0,0,18,4,71,42,3,0,12,14,3,10,12,17,1,0
"Bger_07466",0,0,1,0,0,0,0,0,19,14,277,90,3,7,70,48,16,37,53,42,2,3
"Bger_07465",22,42,13,38,2,17,1,3,5,8,62,42,1,1,33,10,8,9,36,34,1,3
"Bger_07464",0,3,0,1,0,0,2,2,9,11,96,32,5,4,32,19,10,16,29,44,5,1
"Bger_07470",1581,2358,530,2434,1775,3746,10663,13222,4380,2438,3897,4200,1489,1417,1162,1629,650,1706,1180,882,987,825
"Bger_07469",1,2,1,4,4,1,11,7,3,0,9,6,1,3,5,0,2,3,5,11,1,0
"Bger_07468",419,694,177,652,423,780,1863,2153,732,401,1167,914,536,425,494,672,197,515,289,230,292,192
"Bger_07467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07471",217,406,77,605,12,189,18,70,18,29,37,51,27,14,18,24,18,23,18,17,53,31
"Bger_07472",157,384,61,490,16,171,3,64,7,13,22,37,32,9,14,22,15,24,21,15,40,43
"Bger_07473",438,472,225,505,41,185,22,72,20,15,75,49,34,16,25,27,13,21,18,15,42,41
"Bger_07474",1,0,0,0,0,0,0,0,2,1,15,2,4,4,0,1,0,1,0,0,0,0
"Bger_07479",0,1,0,3,0,0,1,4,0,3,339,174,265,148,62,77,13,28,18,12,5,9
"Bger_07480",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_07484",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_07476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07478",47,41,17,39,0,10,0,4,0,0,1,0,4,1,0,1,2,1,2,2,7,0
"Bger_07482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07475",22,27,8,28,5,4,3,1,3,1,16,11,11,8,5,2,3,1,2,1,0,1
"Bger_07483",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_07481",1,0,0,0,3,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0
"Bger_07486",357,423,227,552,88,363,36,68,59,64,163,99,169,101,200,192,126,130,171,109,92,79
"Bger_07488",110,346,71,364,78,292,261,371,138,76,175,172,66,41,38,45,19,51,39,35,25,19
"Bger_07485",71,137,33,153,15,94,3,27,4,13,21,27,43,24,64,57,38,40,51,35,30,31
"Bger_07487",86,258,56,366,33,243,76,362,53,94,100,232,48,63,51,41,17,32,29,30,27,27
"Bger_07493",131,56,77,92,22,27,134,54,82,32,169,75,18,17,24,23,7,15,16,5,4,8
"Bger_07490",9,6,0,0,0,2,7,10,13,11,21,33,4,0,2,5,0,4,3,0,1,0
"Bger_07491",3,2,0,0,0,2,8,9,20,12,21,15,4,3,0,3,0,3,1,2,0,0
"Bger_07489",139,131,31,183,6,38,33,42,32,21,86,86,12,11,13,12,1,16,9,8,6,7
"Bger_07492",15,14,4,20,3,8,15,11,13,8,27,25,5,3,6,4,1,3,3,0,1,1
"Bger_07499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07496",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07497",0,1,0,2,1,2,2,5,0,6,66,51,52,40,39,37,12,16,17,12,16,12
"Bger_07494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07500",1,0,0,0,0,0,5,1,0,1,16,18,8,6,12,8,1,3,5,5,1,2
"Bger_28478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04658",30,19,3,3,8,14,83,47,1191,971,441,454,90,63,161,229,100,315,228,174,307,193
"Bger_04657",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Bger_04659",408,635,223,1138,85,720,210,320,441,279,247,188,111,62,79,118,44,137,89,75,111,63
"Bger_04660",627,401,393,538,98,226,59,138,37,23,77,36,66,60,36,35,16,50,54,51,114,72
"Bger_04661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04663",521,450,349,466,197,446,134,155,74,25,73,55,48,24,39,45,13,37,46,35,20,17
"Bger_04662",848,316,0,0,3,2,7,9,121,53,402,135,148,90,123,184,75,126,132,132,195,167
"Bger_04664",133,64,129,145,31,42,11,11,16,4,52,18,22,17,8,17,2,10,6,5,8,12
"Bger_04667",415,571,180,577,197,603,771,639,400,186,344,313,127,113,98,127,48,129,67,61,90,54
"Bger_04665",49,54,27,71,10,53,33,46,8,11,35,17,6,6,5,5,6,6,2,5,4,6
"Bger_04670",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04666",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04672",1177,942,1034,1581,169,557,322,489,287,80,217,109,149,91,71,122,49,134,60,45,113,74
"Bger_04677",820,825,584,1115,623,1342,2066,1814,711,282,623,210,374,275,153,266,88,176,138,114,196,136
"Bger_04671",546,352,182,447,98,355,125,101,114,24,95,30,29,25,19,51,15,33,22,18,38,15
"Bger_04669",747,647,429,674,139,351,362,348,275,157,377,218,155,82,183,186,67,186,148,126,185,125
"Bger_04679",1487,1072,513,1309,355,1133,407,374,370,131,356,181,130,92,83,127,29,94,65,51,75,51
"Bger_04668",38,58,27,67,2,19,3,20,5,4,8,7,7,2,6,4,4,4,1,0,5,0
"Bger_04675",240,266,104,367,124,513,153,235,111,105,208,171,131,95,99,112,71,99,115,64,91,84
"Bger_04674",669,227,412,681,387,674,609,322,706,127,759,225,225,223,145,226,58,223,87,93,72,82
"Bger_04682",340,552,214,792,92,552,90,300,28,10,9,28,2,0,6,18,5,22,11,24,23,14
"Bger_04681",913,630,558,1069,298,823,218,288,61,18,16,34,4,3,8,30,16,49,20,27,23,19
"Bger_04683",190,352,91,475,18,230,3,59,1,2,7,5,0,0,1,1,5,6,1,3,4,6
"Bger_04687",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04685",18,30,14,45,11,32,26,47,29,34,46,66,25,14,12,14,18,10,19,7,3,5
"Bger_04686",17,28,7,24,6,15,32,26,16,24,21,42,16,6,11,7,17,16,2,2,1,0
"Bger_04676",128,177,111,307,29,191,41,90,38,23,57,49,19,16,20,23,13,31,17,17,29,24
"Bger_04684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04673",84,77,34,167,39,136,199,279,69,28,71,50,32,33,10,18,5,22,10,8,19,13
"Bger_04680",28,59,4,60,5,50,49,83,53,19,104,89,41,22,28,41,10,34,22,15,19,17
"Bger_04678",8,0,1,1,5,2,23,5,19,10,11,5,4,5,1,3,2,6,1,0,6,2
"Bger_04692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04691",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Bger_04690",1652,1209,990,1905,475,1590,205,344,90,26,102,59,36,22,33,46,25,66,33,37,43,27
"Bger_04689",1746,1296,891,1989,289,913,189,259,300,90,285,104,104,79,89,115,44,105,85,62,110,75
"Bger_04688",83,99,22,86,0,42,9,27,19,31,34,42,72,67,203,367,121,218,297,193,30,32
"Bger_24888",569,767,323,934,295,840,836,1210,301,224,334,301,267,228,186,225,110,260,185,137,170,133
"Bger_24886",504,1186,53,1387,158,1499,2884,10865,2443,2561,2658,5322,1296,1446,1373,1847,614,1303,1113,1169,1742,1322
"Bger_24887",1675,1516,1056,1707,174,576,101,216,179,48,100,56,68,33,34,34,29,61,45,40,47,46
"Bger_24885",982,1841,211,2008,202,1733,2937,11085,2634,2684,2791,5411,1341,1478,1410,1881,644,1341,1158,1205,1804,1356
"Bger_18649",1425,828,1429,1332,453,528,1292,785,288,65,194,51,105,87,79,96,42,172,68,37,50,44
"Bger_18650",31,29,9,41,1,16,8,27,14,10,30,29,14,13,11,13,2,12,10,6,11,9
"Bger_18654",0,1,0,1,1,3,11,6,0,1,4,3,1,2,1,1,0,1,1,1,2,0
"Bger_18652",211,273,121,450,179,623,375,454,174,121,270,287,71,54,61,74,36,74,49,56,50,33
"Bger_18653",243,288,166,305,59,204,103,99,140,64,196,99,115,80,103,133,56,121,83,88,161,120
"Bger_18651",758,664,424,695,113,231,202,210,127,46,151,47,65,38,50,58,34,56,42,32,30,21
"Bger_18656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18655",10,7,3,9,1,2,0,2,3,0,3,2,1,8,0,0,0,0,0,4,2,3
"Bger_23641",863,1088,256,857,398,1102,1536,2529,714,741,1413,1533,625,342,416,476,206,504,346,409,423,316
"Bger_23639",24,44,1,25,0,13,2,2,5,21,96,72,82,46,95,114,56,67,129,61,68,68
"Bger_23640",936,787,413,1118,182,542,371,430,363,155,437,268,150,99,61,96,42,159,64,79,82,86
"Bger_23642",1,0,0,0,3,3,7,5,0,4,3,3,1,2,1,1,0,1,0,0,0,0
"Bger_26600",308,113,10,41,11,13,57,42,835,131,388,138,844,603,245,419,187,726,236,292,882,657
"Bger_26601",57,38,6,18,1,8,8,7,120,48,67,33,244,192,96,110,70,159,78,110,267,261
"Bger_24799",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24801",0,7,1,8,0,1,1,3,2,5,8,11,3,2,3,0,3,1,0,3,0,2
"Bger_24800",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Bger_24805",11,8,8,7,2,3,4,7,13,9,25,11,2,1,2,3,0,5,2,0,0,1
"Bger_24804",22,12,10,8,2,9,15,16,24,14,56,39,11,10,5,15,2,7,4,5,4,6
"Bger_24803",5,8,3,9,3,6,4,5,16,3,33,26,7,7,7,4,1,1,3,1,2,0
"Bger_24802",5,9,2,10,2,6,2,7,14,8,23,27,6,6,6,5,0,2,3,1,1,2
"Bger_24192",8,11,1,13,0,10,6,14,7,1,29,14,19,10,10,7,1,3,2,3,1,2
"Bger_24191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24193",144,236,114,248,17,106,3,33,3,4,4,6,12,2,5,7,2,3,4,1,4,3
"Bger_24194",2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bger_24197",3,6,2,3,3,5,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0
"Bger_25695",6,28,8,12,0,6,1,8,5,7,8,9,9,5,9,6,4,0,1,6,3,2
"Bger_25694",12,37,0,26,0,10,4,9,8,14,11,17,10,8,8,7,6,3,6,0,2,6
"Bger_25697",3,11,5,5,0,5,0,3,0,6,3,1,3,1,3,3,2,1,2,3,2,4
"Bger_25696",3,10,7,6,0,4,0,2,1,1,5,3,2,3,5,4,1,0,0,5,3,1
"Bger_27553",8,5,1,4,5,39,7,21,6,4,5,5,2,3,1,1,2,6,0,4,3,1
"Bger_27552",4,4,2,8,10,45,6,17,3,4,1,5,5,1,5,2,1,3,0,5,2,1
"Bger_18693",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18692",54,85,29,113,10,35,5,14,20,11,26,23,40,61,30,20,18,30,33,28,28,29
"Bger_18694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18695",7,2,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18697",118,28,3,38,16,29,70,66,50,37,188,85,55,54,51,37,62,54,68,69,71,60
"Bger_18704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18702",15,7,0,0,0,1,0,0,0,0,4,3,1270,850,269,332,363,1154,460,292,2934,2567
"Bger_18698",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
"Bger_18699",0,1,0,2,0,1,1,2,0,2,3,2,1,3,0,0,0,1,0,1,2,4
"Bger_18703",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18700",90,78,0,10,2,10,3,18,14,13,74,57,314,311,21,35,30,147,21,43,1001,694
"Bger_18705",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18701",1,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Bger_27618",3,2,0,2,2,16,0,14,0,6,1,4,1,2,4,2,1,0,0,3,4,4
"Bger_27619",4,1,0,2,2,16,0,14,0,6,1,4,1,2,3,2,1,0,0,3,4,2
"Bger_28311",0,1,0,0,0,0,0,0,0,0,6,3,514,592,252,240,165,407,188,155,1144,1089
"Bger_14436",950,1255,278,1102,138,821,176,335,117,87,330,202,146,92,176,142,96,120,145,106,84,75
"Bger_14441",1265,924,654,1296,249,821,130,213,61,24,68,38,19,13,16,29,11,30,18,17,30,18
"Bger_14442",730,657,262,841,421,1018,2166,2106,1151,419,1376,580,694,534,568,980,254,736,376,360,425,290
"Bger_14440",836,1006,423,1051,148,587,373,579,577,479,635,726,282,137,216,192,144,160,208,171,258,200
"Bger_14438",83,172,41,173,22,107,40,119,86,76,67,84,41,31,52,29,22,19,27,35,46,40
"Bger_14439",8,1,0,1,0,5,5,7,14,2,17,4,0,2,1,1,0,2,2,1,2,0
"Bger_14435",268,328,112,383,31,158,141,89,135,59,125,106,58,42,32,44,13,36,23,25,54,31
"Bger_14437",535,600,341,660,57,229,57,79,52,24,72,27,9,11,17,8,10,20,13,13,18,18
"Bger_14447",1,0,1,3,0,1,4,8,2,29,2,2,78,49,219,379,85,191,102,103,107,78
"Bger_14444",94,76,35,57,16,35,35,54,75,52,111,60,42,33,41,69,25,56,41,25,67,34
"Bger_14443",0,0,0,0,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
"Bger_14445",10,5,10,14,0,3,0,2,53,21,103,51,38,15,37,51,16,60,41,23,77,48
"Bger_14446",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14449",0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bger_14450",1083,605,704,934,454,1060,403,374,178,58,209,93,44,30,22,31,10,41,30,29,40,28
"Bger_14451",26,99,15,118,15,135,7,61,3,14,13,26,12,8,6,5,9,7,4,7,13,9
"Bger_23713",1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,2,0
"Bger_23714",6,3,1,1,1,1,3,0,5,0,3,4,1,1,2,1,3,2,1,3,9,9
"Bger_23711",17,11,1,7,2,1,2,6,12,4,40,19,7,1,1,6,4,4,4,0,13,7
"Bger_23710",20,17,5,27,2,3,6,6,8,1,12,6,3,0,2,10,0,3,0,4,4,5
"Bger_23712",20,15,6,16,1,8,6,13,10,10,41,16,9,12,10,15,3,21,10,16,28,20
"Bger_23709",5,2,3,4,0,3,0,0,3,2,3,2,0,0,25,215,130,228,108,26,2,0
"Bger_23715",161,49,1,11,3,0,7,4,11,1,7,4,3,2,10,30,6,32,23,16,19,24
"Bger_26506",39,56,14,44,7,17,15,22,26,7,45,35,19,12,14,22,13,20,10,13,42,44
"Bger_26504",0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,2,1,1,3,11,15
"Bger_26503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26812",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26814",25,30,6,31,1,12,0,2,1,0,0,0,0,0,0,0,1,1,2,0,3,1
"Bger_26340",18,44,2,28,0,17,7,18,5,4,30,7,6,11,7,12,4,9,5,15,8,6
"Bger_28274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26593",22,28,9,18,2,12,2,12,16,9,30,14,17,7,9,4,3,7,2,6,4,1
"Bger_24334",312,408,167,311,23,108,5,28,17,6,41,53,10,7,15,16,10,20,13,13,12,15
"Bger_24335",327,153,218,295,183,267,879,474,352,110,706,193,201,180,283,436,124,338,155,123,309,185
"Bger_24337",406,483,223,527,54,298,68,115,119,68,141,100,87,40,72,96,66,73,63,40,91,65
"Bger_24333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24336",6,6,2,9,2,5,2,10,3,6,14,13,1,1,1,2,0,1,1,0,1,1
"Bger_04824",70,74,51,92,9,46,0,5,0,0,0,0,1,0,0,0,2,5,2,0,1,1
"Bger_04822",32,42,14,22,2,3,1,11,1,0,3,6,1,1,1,2,5,5,1,3,2,1
