"","NFE","NFE_2","ED0","ED0_2","ED1","ED1_2","ED2","ED2_2","ED6","ED6_2","ED13","ED13_2","N1","N1_2","N3","N3_2","N5","N5_2","N6","N6_2","Adult","Adult_2"
"Bger_05716",195,262,104,282,147,433,451,731,75,59,87,83,82,66,30,44,21,43,24,32,31,14
"Bger_05719",687,333,260,306,92,186,401,328,340,169,733,341,244,126,215,262,122,170,167,108,129,87
"Bger_05721",1381,1038,501,670,192,607,943,866,870,589,1515,879,630,408,715,695,387,484,511,365,412,306
"Bger_05715",849,1801,176,1713,534,1888,4287,10367,2959,3416,3716,6501,2139,2437,2468,2783,1524,2503,2225,1892,3058,2384
"Bger_05720",31,16,11,22,7,7,24,9,17,14,24,9,11,7,12,8,5,17,8,7,11,6
"Bger_05722",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_05714",943,1893,210,1839,580,1986,4505,10794,3122,3509,3878,6685,2199,2503,2511,2884,1536,2592,2281,1928,3121,2437
"Bger_05718",407,345,180,499,123,350,296,408,73,30,90,100,47,43,24,40,15,35,16,30,28,11
"Bger_05723",0,0,0,1,2,6,3,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0
"Bger_05726",98,75,83,158,22,51,11,40,11,7,8,4,2,0,2,3,5,6,3,0,1,1
"Bger_05724",353,885,19,447,58,525,1645,3911,1561,1720,1651,2100,717,971,1763,1315,587,979,934,1100,1158,1403
"Bger_05730",31,60,12,85,4,43,2,12,6,11,26,23,9,5,9,12,6,8,19,6,4,6
"Bger_05732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_05731",3,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_05735",19,12,1,1,4,5,56,97,39,58,47,92,50,30,57,59,23,18,35,21,38,18
"Bger_05733",47,14,1,3,6,7,128,90,91,33,121,92,34,24,13,43,8,42,17,21,16,8
"Bger_05728",971,710,763,1139,148,495,192,232,103,36,125,60,32,21,32,34,20,70,28,31,40,45
"Bger_05727",183,307,98,306,128,230,353,404,159,69,126,87,74,75,47,77,18,82,35,45,71,34
"Bger_05736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_05734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_05725",651,1169,244,787,119,731,1729,3998,1647,1751,1760,2145,762,1012,1812,1343,598,1019,969,1117,1194,1423
"Bger_05729",87,68,42,124,15,84,13,14,29,15,65,28,25,14,17,29,11,16,22,10,4,8
"Bger_05737",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bger_05738",31,29,9,42,5,19,0,7,2,3,0,2,5,7,4,0,0,0,6,3,5,3
"Bger_04727",326,393,187,502,47,199,91,116,83,63,177,68,96,58,97,67,43,54,44,41,34,35
"Bger_04728",6,5,2,12,2,1,3,6,0,6,2,3,1,0,4,2,0,1,1,0,1,0
"Bger_04730",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"Bger_04729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Bger_04731",70,122,44,126,10,63,5,13,9,12,29,20,32,12,25,21,19,8,18,11,15,5
"Bger_04732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bger_04742",2,5,0,4,0,1,0,0,2,1,5,0,0,0,2,0,0,0,0,0,0,0
"Bger_04736",35,45,19,48,6,20,16,23,8,18,61,60,46,23,37,38,42,16,44,32,17,17
"Bger_04739",1115,871,230,525,74,322,89,66,152,112,288,128,43,24,373,380,84,187,194,217,23,22
"Bger_04735",183,112,127,224,47,83,160,97,104,39,164,102,61,36,48,85,40,47,68,35,35,16
"Bger_04741",42,57,19,43,2,25,2,9,13,11,119,72,70,40,18,27,12,19,25,9,8,10
"Bger_04745",561,631,395,604,77,269,197,244,157,95,368,204,63,44,153,121,61,86,101,67,54,40
"Bger_04743",3528,5244,756,3865,744,3006,4088,5129,3534,3341,4191,3137,1704,1271,1362,1437,719,1306,1168,884,688,559
"Bger_04734",17,15,6,17,2,13,8,13,3,3,21,4,8,2,2,6,2,3,1,2,5,2
"Bger_04746",2,0,1,0,0,0,8,11,3,5,13,7,2,1,2,1,0,1,1,1,0,0
"Bger_04733",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Bger_04747",4,2,1,0,2,3,11,20,13,7,20,16,10,2,9,2,0,3,2,6,4,2
"Bger_04748",488,908,190,970,39,353,244,343,175,131,140,142,74,72,76,113,32,86,56,53,92,76
"Bger_04744",713,592,455,1062,160,551,211,292,498,239,217,212,121,102,68,92,34,99,70,76,91,58
"Bger_04738",1303,939,402,1014,217,833,191,170,290,77,377,176,41,31,60,60,18,67,47,59,32,23
"Bger_04740",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_04749",0,1,0,2,5,4,60,111,38,18,2,1,0,3,0,1,2,1,0,0,0,1
"Bger_04750",0,0,0,0,1,2,13,8,119,37,0,1,0,0,0,0,0,0,0,0,0,1
"Bger_04751",1,1,0,0,0,2,10,8,256,143,5,10,1,1,0,1,0,0,0,0,0,2
"Bger_04737",36,62,11,73,0,22,6,19,7,12,39,31,19,11,19,25,23,11,25,22,11,12
"Bger_04754",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_04752",546,725,262,525,204,486,1104,950,391,209,544,403,134,81,188,178,75,174,120,113,124,108
"Bger_04753",224,285,101,374,21,97,135,151,100,78,196,175,70,51,64,89,27,80,70,60,78,47
"Bger_04755",2,4,0,0,0,0,0,0,4,2,3,6,2,4,5,7,2,6,5,7,1,4
"Bger_04757",39,32,14,52,37,69,218,182,109,59,312,139,83,92,53,113,67,120,107,21,31,19
"Bger_04756",54,102,19,72,2,31,1,10,51,7,5,2,2,0,0,0,2,4,4,3,2,2
"Bger_04758",0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"Bger_04765",0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"Bger_04760",2,0,1,0,2,4,23,7,1,0,18,6,6,2,6,8,3,11,7,8,3,1
"Bger_04764",3,2,1,3,3,7,2,7,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"Bger_04761",0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"Bger_04762",599,642,296,678,64,250,139,173,56,32,57,44,38,25,18,35,12,33,18,21,21,22
"Bger_04759",0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0
"Bger_04763",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27667",0,0,0,3,0,1,1,2,2,2,5,1,0,0,0,0,1,0,0,0,0,0
"Bger_27666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24576",2,0,0,0,4,3,6,8,4,4,11,3,0,0,1,1,1,3,2,1,4,1
"Bger_24575",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_24574",61,89,20,133,11,72,9,20,12,7,27,10,5,3,4,4,2,8,9,9,7,8
"Bger_24577",7,7,1,2,2,6,22,18,7,6,22,7,2,2,6,0,0,1,1,3,5,2
"Bger_24578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24579",0,0,0,0,0,0,1,0,115,28,0,2,0,0,0,0,0,0,0,0,0,0
"Bger_24580",56,28,4,27,6,19,6,0,2,1,34,20,7,9,4,5,0,4,1,1,1,0
"Bger_26226",4,1,0,4,0,1,0,2,21,5,27,8,22,7,6,12,7,35,20,16,164,83
"Bger_15819",5,6,2,0,5,12,32,53,7,16,46,28,16,9,9,13,5,17,10,15,8,3
"Bger_15820",10,2,2,0,1,1,24,4,10,6,9,8,48,57,2,5,3,16,1,8,18,8
"Bger_15825",624,549,329,537,181,366,315,235,156,49,238,91,78,85,69,123,29,102,29,61,57,37
"Bger_15823",153,179,83,205,100,250,335,362,127,57,76,87,46,30,17,33,14,29,20,23,27,24
"Bger_15821",8,25,1,15,2,6,175,43,47,228,73,178,1,0,1097,1107,89,437,240,347,0,4
"Bger_15833",97,109,1,1,1,1,0,1,0,12,118,221,174,184,333,189,154,268,352,227,306,248
"Bger_15824",454,451,289,528,189,409,766,597,321,121,367,202,110,70,72,110,30,82,59,70,59,53
"Bger_15828",3,0,0,0,0,0,3,1,24,3,10,18,1,1,0,2,1,0,1,0,0,2
"Bger_15822",6,21,1,11,0,5,8,10,6,53,11,28,0,0,254,157,19,42,59,86,0,3
"Bger_15830",5,10,3,15,3,14,36,23,4,0,57,24,7,10,13,9,12,29,9,22,33,19
"Bger_15835",879,695,314,520,34,107,88,113,104,25,134,76,34,27,18,32,15,49,18,25,33,26
"Bger_15831",2,0,1,0,0,0,3,1,0,0,5,1,3,1,1,0,0,5,0,3,4,9
"Bger_15829",36,14,6,9,1,11,10,21,19,7,96,37,36,20,19,31,15,51,17,34,535,345
"Bger_15832",11,5,0,3,3,1,4,23,45,17,51,50,29,21,21,13,13,29,13,13,44,31
"Bger_15834",27,37,3,30,0,18,0,13,5,0,55,28,10,7,46,61,66,146,62,57,518,380
"Bger_28089",1,5,4,2,0,1,2,3,2,0,0,0,1,0,0,0,0,0,1,0,1,2
"Bger_20825",302,260,202,284,37,147,26,38,49,12,10,2,1,1,9,7,15,15,4,10,5,6
"Bger_20824",1576,1050,1138,1422,232,587,65,185,163,62,59,36,9,9,35,28,32,59,28,30,28,30
"Bger_20829",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bger_20828",63,80,16,124,7,56,4,26,13,2,15,13,10,3,2,4,0,10,3,2,5,6
"Bger_20826",261,271,176,318,24,96,59,57,60,22,101,51,18,14,11,19,10,22,10,12,10,10
"Bger_20827",977,780,763,1240,125,485,205,248,208,75,415,186,107,71,57,74,46,123,62,75,94,76
"Bger_20832",1,0,1,0,14,22,4,4,36,128,1016,1301,77,69,219,70,198,56,251,421,32,29
"Bger_20831",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_20830",2,2,0,0,0,0,3,5,194,237,1129,452,0,0,86,28,116,54,192,206,4,1
"Bger_20833",133,53,5,8,28,21,163,100,162,110,1678,1280,42,45,124,77,105,64,325,446,5,8
"Bger_27390",56,41,14,36,1,19,8,3,15,10,27,11,7,2,0,4,2,5,8,2,8,5
"Bger_21375",15,24,0,11,1,6,12,12,9,8,271,292,761,478,808,699,431,509,567,478,176,163
"Bger_21377",4188,6984,1630,5275,719,4292,595,1310,171,274,331,291,216,147,374,361,231,285,379,336,278,225
"Bger_21376",191,488,98,674,31,235,69,196,46,51,68,77,44,18,38,33,10,38,22,20,34,19
"Bger_21378",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_21379",3,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,0,1,0,0,0,1
"Bger_21380",61,57,27,42,11,35,18,19,22,12,22,26,5,6,13,30,8,6,11,6,2,4
"Bger_21381",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_21382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21383",136,123,73,185,10,89,2,19,3,7,17,11,11,5,5,19,4,15,5,6,8,3
"Bger_26279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26281",107,99,72,102,62,123,223,152,255,100,389,313,87,44,81,74,29,71,39,51,103,83
"Bger_26282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25289",12,46,4,37,5,23,16,27,5,1,8,2,1,3,1,3,2,2,5,1,1,3
"Bger_25288",920,649,701,876,279,551,638,559,196,66,190,104,90,62,86,78,28,95,63,44,123,52
"Bger_26787",923,731,430,1167,309,957,413,406,491,160,476,199,123,113,112,143,50,179,80,76,86,64
"Bger_26788",433,329,238,614,144,578,78,136,62,30,46,20,29,18,14,23,9,18,13,11,17,8
"Bger_26125",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_26126",35,21,14,31,7,16,1,5,147,58,149,74,36,17,21,49,7,13,10,8,3,4
"Bger_26127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26128",20,22,9,29,4,14,2,5,1,0,6,4,5,2,1,2,4,2,1,4,3,4
"Bger_28384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_25705",7,5,0,2,1,3,0,1,5,7,4,5,1,4,4,1,0,1,2,3,6,1
"Bger_25820",0,1,0,0,0,0,0,1,4,0,6,3,60,26,22,9,24,39,48,32,499,367
"Bger_25821",0,3,0,5,0,3,0,0,0,1,86,14,19,24,12,8,8,12,15,8,57,21
"Bger_25822",4,4,0,0,0,0,0,1,2,17,138,99,156,114,42,43,34,113,37,61,172,176
"Bger_25823",6,13,0,3,0,3,4,0,2,0,6,1,0,0,0,0,1,1,0,0,1,0
"Bger_02665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02667",123,50,38,55,19,36,168,125,113,84,370,199,277,180,259,251,93,138,120,104,112,130
"Bger_02668",1442,1806,742,1999,179,885,438,508,209,100,351,214,113,76,97,118,43,109,71,59,65,72
"Bger_02669",573,409,335,574,101,415,268,237,576,222,472,319,128,116,168,259,93,181,143,149,184,126
"Bger_02671",53,33,27,40,9,25,14,5,30,10,166,56,167,109,36,54,34,23,38,12,52,59
"Bger_02670",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_02677",0,0,0,0,0,0,1,0,2,0,5,0,0,1,1,0,0,0,0,0,0,0
"Bger_02673",215,300,34,315,17,140,187,242,113,65,144,110,39,50,44,71,19,76,43,19,44,29
"Bger_02672",560,942,289,1190,114,583,351,588,155,106,158,198,86,66,63,80,35,84,46,47,61,37
"Bger_02674",38,18,10,19,22,9,37,14,15,2,18,13,12,6,7,15,2,5,3,3,10,3
"Bger_02676",25,28,20,38,4,15,2,3,0,1,0,0,5,10,38,35,9,8,25,24,25,12
"Bger_02675",5,2,1,9,0,1,1,1,0,0,0,0,3,2,7,4,0,4,2,7,8,2
"Bger_02682",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02683",1217,735,810,1094,141,360,69,160,30,15,37,27,23,7,10,9,13,33,19,21,18,20
"Bger_02690",580,327,529,613,77,152,35,64,323,61,1142,329,363,223,294,452,150,245,206,130,153,131
"Bger_02684",133,194,25,165,37,193,125,188,65,63,134,122,44,29,37,34,21,37,27,30,23,23
"Bger_02687",784,1001,462,1722,89,442,64,181,100,59,92,103,37,30,22,43,19,71,34,43,46,36
"Bger_02688",103,128,59,164,3,54,2,16,8,8,12,11,2,1,1,4,0,3,5,7,13,4
"Bger_02686",26,13,3,9,7,13,29,21,36,11,38,44,7,10,10,25,7,15,2,8,8,11
"Bger_02679",1,0,0,1,0,0,0,0,0,0,4,2,249,211,3,3,3,69,3,1,17,13
"Bger_02678",2,0,0,0,0,0,0,1,41,55,2,0,1,1,0,1,0,0,0,0,0,0
"Bger_02689",1,0,0,3,0,1,0,0,26,7,23,17,11,10,11,23,17,20,12,13,55,25
"Bger_02681",0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1
"Bger_02680",2,2,0,1,8,1,1,0,0,1,27,46,187,184,2,2,10,17,4,2,338,389
"Bger_02685",25,32,15,46,2,20,3,10,15,11,87,37,17,10,9,17,3,17,10,11,5,2
"Bger_02691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02694",522,341,364,593,91,280,63,133,70,17,94,58,23,18,21,37,12,42,27,16,50,24
"Bger_02703",40,35,3,11,2,10,17,8,13,31,22,24,27,18,33,33,5,127,8,2,8,8
"Bger_02696",58,28,16,21,1,13,12,15,18,7,35,16,15,16,10,12,9,30,6,11,18,9
"Bger_02704",245,340,220,770,49,325,18,89,28,45,222,155,42,35,118,143,25,51,76,61,59,44
"Bger_02706",373,315,348,604,62,243,9,58,7,0,41,43,18,27,22,28,26,73,30,43,32,22
"Bger_02705",27,30,12,36,7,24,29,18,22,3,62,23,15,19,30,51,9,41,23,18,23,13
"Bger_02707",409,417,334,714,79,311,82,149,36,19,56,22,22,20,15,18,12,38,26,19,27,14
"Bger_02713",488,510,226,615,105,390,276,278,159,62,214,106,50,35,31,58,21,46,42,39,30,24
"Bger_02710",608,484,163,405,62,161,259,143,408,127,443,206,146,153,129,163,64,175,120,101,115,112
"Bger_02708",249,499,95,426,15,129,84,123,120,166,278,210,96,86,107,137,51,91,104,78,98,97
"Bger_02714",0,4,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02709",4,10,1,7,2,7,19,28,19,5,20,10,4,8,4,6,1,8,3,1,8,12
"Bger_02711",197,144,7,81,32,140,925,1121,1185,900,1078,447,221,203,556,317,208,235,325,377,438,300
"Bger_02697",1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_02700",1405,448,3,19,1,5,16,5,92,44,12,14,54,46,70,84,13,20,19,26,8,9
"Bger_02715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02702",57,43,6,15,2,11,24,11,17,33,26,29,34,18,38,40,9,161,8,6,8,9
"Bger_02695",15,16,3,18,1,4,0,1,20,4,84,43,16,3,19,29,10,17,19,9,20,18
"Bger_02712",153,135,0,80,17,136,769,1192,1034,983,961,419,175,165,553,284,205,202,322,371,432,284
"Bger_02692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Bger_02699",1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"Bger_02693",771,539,513,609,107,237,55,81,49,17,251,117,66,57,62,66,42,61,61,43,55,47
"Bger_02698",0,2,0,0,0,0,2,3,1,0,2,1,0,0,1,0,1,2,0,0,1,1
"Bger_02701",514,229,0,14,0,2,3,6,41,22,2,7,25,14,33,43,5,7,9,14,5,7
"Bger_02716",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Bger_02717",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bger_02718",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"Bger_02719",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"Bger_27899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bger_27898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bger_28449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22368",25,35,25,25,0,13,0,0,0,0,0,0,8,9,2,1,7,10,13,5,23,15
"Bger_22372",388,759,107,526,63,274,265,412,143,86,135,116,55,57,94,79,38,67,55,41,56,45
"Bger_22370",1,2,2,3,0,6,0,0,0,0,3,0,9,3,29,50,7,37,17,9,21,27
"Bger_22374",52,87,15,69,5,40,4,15,12,64,66,94,13,7,95,93,21,27,82,59,5,5
"Bger_22369",3,0,0,0,0,1,2,3,0,1,3,1,2,4,9,11,1,14,2,2,8,14
"Bger_22371",28,100,2,61,1,35,7,38,12,5,21,27,5,10,1,3,2,5,4,0,2,5
"Bger_22373",7,7,0,1,1,0,1,3,2,4,182,318,249,159,189,139,247,314,367,282,1174,938
"Bger_22375",8,11,4,6,1,6,3,10,9,60,50,82,12,6,92,77,20,19,73,51,4,2
"Bger_28248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25864",0,1,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
"Bger_25863",791,1337,319,1248,64,553,72,197,103,69,224,179,66,43,47,32,47,53,42,50,29,32
"Bger_14651",4,4,1,3,0,3,9,7,5,7,20,10,8,5,7,16,6,5,9,7,2,2
"Bger_14653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_14654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_14655",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,1,0,1
"Bger_14656",0,0,0,0,0,1,1,1,6,3,2,2,6,0,0,0,0,1,0,0,0,0
"Bger_14657",273,269,229,531,133,367,440,375,178,103,233,200,76,61,77,85,43,97,64,69,76,57
"Bger_14658",1258,1005,750,1147,163,498,59,152,52,25,89,31,35,19,25,28,20,37,27,31,42,23
"Bger_14659",6,2,1,1,3,2,16,14,4,2,22,6,3,2,3,5,1,1,3,1,7,1
"Bger_14663",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_14660",56,60,30,67,5,34,9,12,1,5,12,4,2,1,4,6,0,1,1,2,1,1
"Bger_14661",648,510,340,656,56,228,14,76,56,25,54,34,11,9,11,13,14,26,14,16,21,13
"Bger_14666",5,8,0,10,0,2,1,12,3,3,12,11,17,12,14,7,4,5,2,1,0,1
"Bger_14662",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"Bger_14665",0,3,1,3,0,1,0,4,0,0,0,3,0,1,0,1,0,0,0,0,0,0
"Bger_14664",0,0,0,0,0,0,2,3,0,0,8,3,9,4,3,2,1,0,1,3,0,0
"Bger_14667",3,2,1,2,1,5,4,4,5,3,101,56,567,675,229,292,236,465,290,116,291,275
"Bger_14668",5,5,2,6,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
"Bger_14669",135,71,36,57,28,84,217,121,381,148,802,335,153,122,146,186,68,194,110,138,142,119
"Bger_14670",681,561,391,810,175,419,570,469,871,432,1180,568,203,207,351,395,138,363,236,219,478,446
"Bger_14671",476,270,271,802,79,287,38,73,15,6,21,11,7,0,5,14,7,15,12,5,8,6
"Bger_14672",402,202,275,323,60,185,71,77,30,12,45,35,15,14,19,14,14,22,8,5,7,9
"Bger_28376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_28073",1,0,0,1,0,3,2,1,0,0,3,4,1,3,0,0,0,1,0,1,0,4
"Bger_28271",1538,720,624,1194,246,687,33,92,172,45,595,192,107,126,143,263,50,134,77,88,23,26
"Bger_27941",74,91,63,131,10,71,6,6,60,4,39,9,15,11,13,4,8,7,8,7,6,7
"Bger_24408",32,19,6,8,0,9,9,22,11,17,43,27,8,11,23,18,8,17,17,11,10,10
"Bger_24409",5,0,0,1,0,1,3,8,4,2,6,7,1,0,1,2,2,1,1,0,6,0
"Bger_24410",0,0,0,1,0,0,0,1,4,0,1,3,3,1,4,0,1,1,1,0,0,1
"Bger_16259",76,109,6,46,3,21,15,23,31,48,61,68,113,111,219,147,60,82,83,121,170,179
"Bger_16258",4,1,0,0,0,0,0,0,1,0,5,0,2,1,1,6,0,6,4,2,3,1
"Bger_16261",8,4,0,3,0,1,0,1,2,1,9,10,3,8,14,19,14,15,34,20,25,17
"Bger_16260",6,5,0,0,0,0,0,1,2,5,1,3,2,0,1,4,3,0,3,5,6,3
"Bger_16262",11,12,3,11,0,2,1,7,1,2,20,4,1,3,6,11,4,6,11,11,8,8
"Bger_16264",2,2,0,0,0,0,0,0,0,0,2,2,3,2,1,5,3,9,1,5,17,8
"Bger_16270",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16263",3,3,0,0,0,0,0,2,3,5,19,5,9,4,8,15,9,16,9,16,39,24
"Bger_16265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16266",374,244,4,13,16,28,81,74,214,193,1186,853,335,174,575,517,362,394,611,462,421,376
"Bger_16267",0,0,0,0,0,0,0,1,0,0,10,5,2,0,0,1,0,0,1,1,2,0
"Bger_16269",0,1,0,0,2,1,20,36,6,6,31,23,16,14,22,22,7,5,8,9,2,5
"Bger_16272",44,31,3,16,5,6,112,154,68,106,164,180,70,47,130,125,43,45,84,49,42,28
"Bger_16268",61,81,16,68,1,21,1,8,42,18,209,146,379,251,71,98,63,165,82,71,39,40
"Bger_16271",19,21,4,18,0,7,6,10,0,3,5,3,1,0,0,3,0,1,0,0,1,0
"Bger_18390",55,30,5,29,0,12,3,12,40,20,99,58,80,46,20,31,24,28,53,18,79,67
"Bger_18391",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_18395",7,4,0,4,0,4,2,5,1021,715,30,32,7,8,3,7,7,21,13,7,1,3
"Bger_18397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18394",2,0,0,0,1,0,1,1,0,0,7,2,6,6,2,4,2,2,1,0,4,2
"Bger_18392",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Bger_18393",6,2,0,5,0,2,0,1,0,2,2,2,0,0,0,0,1,0,4,2,0,2
"Bger_18396",4,18,2,28,2,7,0,2,4,6,5,0,4,0,0,2,1,42,0,2,1,0
"Bger_18398",273,367,184,464,64,221,47,109,27,20,78,69,16,7,22,18,11,19,18,19,18,16
"Bger_18402",0,0,0,0,2,0,1,0,4,2,7,5,141,117,19,72,31,182,17,4,162,97
"Bger_18401",3,1,0,0,0,0,3,1,2,4,60,98,175,175,64,58,38,52,52,35,133,156
"Bger_18403",4,4,3,2,4,5,8,3,11,7,36,19,802,701,70,202,108,391,76,53,581,439
"Bger_18400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18399",72,173,40,151,12,45,8,35,2,5,14,14,4,3,10,4,8,5,5,4,6,8
"Bger_18404",40,53,20,68,9,37,36,50,16,11,30,22,10,7,11,17,3,16,9,7,8,8
"Bger_22645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
